-0.091733,-24.994,-0.12992,-21.118,2.3387,4.852
-0.12381,18.202,-0.18137,31.966,2.444,1.6236
-0.012766,2.1016,-0.0071275,9.4989,2.4437,9.2132
-0.12253,58.964,-0.15518,59.816,2.6249,3.6828
-0.24492,30.825,-0.26462,27.421,3.1417,2.4618
-0.26238,55.229,-0.36007,95.106,2.4331,1.0174
-0.33408,-3.76,-0.37749,20.701,2.8348,-2.6778
-0.23761,35.811,-0.25371,58.468,2.4649,3.0976
-0.23232,60.006,-0.27794,79.315,3.2667,4.2814
-0.331,22.18,-0.34156,17.468,2.5857,3.3335
-0.17979,39.358,-0.17095,41.461,2.5242,9.1653
-0.22808,33.521,-0.26957,47.587,2.846,4.0018
