0.074516,27.062,0.022617,12.392,3.2519,-1.4547
0.091744,23.188,0.095504,6.9027,3.138,-4.6813
0.00081024,4.0076,-0.066347,21.621,3.2763,0
0.17283,-31.324,0.23952,-35.772,3.4748,14.153
-0.14626,18.56,-0.17564,34.016,3.8563,0.52713
0.18961,-37.468,0.2274,-22.072,3.0398,2.4045
0.25546,2.3632,0.30125,-2.889,2.82,-0.6628
0.19093,-25.197,0.2571,-46.576,3.5887,-1.1217
0.0059518,1.7732,0.10078,-11.681,3.0757,3.8242
0.21671,-28.499,0.23483,-23.396,2.4273,7
0.14436,5.1278,0.10183,8.4625,2.9037,-11.301
-0.00044138,-40.554,-0.017933,-31.415,3.6693,-1.2948
