-0.46325,27.299,-0.3901,14.897,3.403,-3.351
-0.37118,46.464,-0.37025,57.133,4.1004,1.0045
-0.37628,68.176,-0.40419,82.64,4.0924,0
-0.26434,29.837,-0.28428,19.241,3.4704,-5.7454
-0.51321,40.054,-0.57908,51.76,3.8047,-4.5509
-0.17967,53.132,-0.18277,51.113,3.8145,5.2205
-0.43057,35.6,-0.4313,29.624,4.0823,3.5798
-0.15916,83.545,-0.16209,94.44,3.7379,4.5075
-0.3866,56.585,-0.31271,59.522,3.5274,12.105
-0.17937,-2.2572,-0.14326,-19.052,3.7396,6.7977
-0.16107,6.9366,-0.15157,-8.1702,3.3833,15.058
-0.4995,94.913,-0.59391,104.2,4.4254,-3.7561
