0.031969,-5.6237,0.10444,-30.497,4.4007,11.019
0.09687,48.802,0.19412,36.565,5.007,11.106
-0.15642,14.952,-0.054037,14.522,4.8294,13.197
-0.19435,-32.25,-0.031247,-46.819,4.6801,17.412
0.11944,3.997,0.24111,-30.405,4.4011,9.6595
-0.078515,-17.497,0.057478,-26.955,4.2835,15.206
-0.23965,30.074,-0.15976,30.999,5.3255,14.415
0.077108,-25.808,0.32446,-56.974,4.8037,22.938
-0.17446,49.681,-0.11441,39.972,5.0108,18.566
-0.30353,4.9259,-0.17807,18.312,4.7811,1.6242
0.23335,-17.798,0.37453,-26.657,4.5951,12.569
0.0404,9.2406,0.12598,-17.599,5.4866,10.193
