-0.47093,53.479,-0.42734,70.445,3.6796,-16.529
-0.24334,12.078,-0.21981,39.49,3.1522,-6.1887
0.22455,5.9857,0.20721,-31.419,2.3107,0
-0.0029562,-16.737,0.14441,-16.431,2.6108,-4.2182
0.15271,-22.082,0.19405,-20.128,2.0991,-6.912
-0.10154,17.137,-0.06397,32.987,2.1385,-2.1588
-0.29359,-4.5938,-0.27184,-6.2946,2.096,0.2571
-0.33412,41.136,-0.37233,100.91,3.403,-4.6284
-0.052335,-24.442,-0.054824,-38.967,2.1017,4.1606
0.11013,19.303,0.12422,-15.292,2.3067,0.3768
-0.0034616,-15.367,0.073659,-29.603,2.5147,-11.401
-0.057831,85.854,-0.088108,103.68,6,0
