-0.49154,57.968,-0.53986,103.36,2.7404,-16.109
-0.23284,-4.1333,-0.23712,-0.10265,1.7959,-5.8853
-0.087512,2.8756,-0.0533,1.5578,2.2035,-7.4775
-0.029066,-10.564,0.12429,-36.403,1.7726,-5.6733
-0.31726,12.269,-0.16429,-31.534,2.1858,-5.4112
-0.19426,16.956,-0.14786,42.439,1.7169,-5.2996
-0.28199,27.068,-0.28712,36.304,1.8962,-0.286
-0.27655,64.216,-0.23942,60.095,2.6769,-9.1432
0.021839,-38.046,0.14885,-48.059,1.7981,-4.4389
-0.16154,29.914,-0.10137,12.183,2.2405,-11.936
-0.004231,58.819,-0.06919,71.264,2.9907,-14.281
0.21923,1.5745,0.25322,-39.106,1.1412,-4.0109
