-0.070522,-4.3546,-0.0018394,3.5329,2.9022,-6.8985
-0.17591,10.192,-0.1564,19.514,2.8236,-5.7026
-0.0058587,4.8205,0.031153,-35.564,2.4772,-1.7871
-0.10867,57.759,-0.12688,59.891,2.9711,2.9011
-0.27168,3.8318,-0.29364,30.407,3.3961,2.2462
-0.021484,11.457,-0.12518,3.7794,2.5283,5.6772
-0.021278,-3.7298,0.051019,-20.745,2.7148,1.9342
-0.44571,83.843,-0.56195,131.05,6,5.987
-0.058934,24.973,-0.0062645,37.33,3.0461,-10.824
0.13152,-8.9607,0.15397,-17.151,2.0858,6.6543
0.0056883,-33.906,0.067812,-60.006,2.5968,6.0174
-0.015279,-20.194,-0.027978,-29.276,2.7212,1.7189
