-0.35447,19.407,-0.40417,53.101,3.239,0
-0.1162,-41.665,0.048975,-85.831,2.864,5.2206
-0.20194,24.599,-0.27476,63.313,3.325,0
-0.03205,11.108,-0.0039766,22.671,2.8627,3.9135
-0.05275,22.334,-0.026515,-0.93697,3.2817,0.3367
0.16308,-17.114,0.2569,-71.946,2.4027,5.4548
-0.21668,20.971,-0.15547,27.499,2.9994,1.4875
-0.037278,55.619,-0.019756,43.231,2.8717,0.12234
0.051959,-4.2734,0.13587,5.6594,3.1148,0.76188
-0.032531,52.454,-0.078925,56.788,3.3667,2.93
-0.32908,65.579,-0.31841,60.324,3.4449,-9.5592
0.040572,-32.456,0.12699,-66.311,2.9028,-1.087
